GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADI001,ADI002,ADJ001,ADJ002
"G5100750","1850","Virginia","510","Goochland","0750","Goochland","40","750",76971,83747,2035643,59228
"G5100770","1850","Virginia","510","Grayson","0770","Grayson","40","770",42200,136301,571191,33336
"G5100775","1850","Virginia","510","Greenbrier","0775","Greenbrier","40","775",97917,250631,2352596,48858
"G5100790","1850","Virginia","510","Greene","0790","Greene","40","790",37998,39385,692422,27472
"G5100810","1850","Virginia","510","Greensville","0810","Greensville","40","810",74906,82066,408518,18655
"G5100830","1850","Virginia","510","Halifax","0830","Halifax","40","830",242758,210291,3329238,91752
"G5100833","1850","Virginia","510","Hampshire","0833","Hampshire","40","835",136288,294871,2984190,115473
"G5100837","1850","Virginia","510","Hancock","0837","Hancock","40","845",26877,22862,1148840,32672
"G5100850","1850","Virginia","510","Hanover","0850","Hanover","40","850",188064,99998,2005259,85170
"G5100853","1850","Virginia","510","Hardy","0853","Hardy","40","855",100861,245588,2556716,71744
"G5100857","1850","Virginia","510","Harrison","0857","Harrison","40","865",87533,143613,2184971,52970
"G5100870","1850","Virginia","510","Henrico","0870","Henrico","40","870",53617,53804,2601202,72786
"G5100890","1850","Virginia","510","Henry","0890","Henry","40","890",61539,96409,794407,25663
"G5100910","1850","Virginia","510","Highland","0910","Highland","40","910",43699,163473,1230446,26692
"G5100930","1850","Virginia","510","Isle Of Wight","0930","Isle Of Wight","40","930",65925,92901,945102,37637
"G5100935","1850","Virginia","510","Jackson","0935","Jackson","40","935",28384,255539,836512,29745
"G5100950","1850","Virginia","510","James City","0950","James City","40","950",21251,44132,547001,14930
"G5100953","1850","Virginia","510","Jefferson","0953","Jefferson","40","955",81087,29716,5264388,128283
"G5100957","1850","Virginia","510","Kanawha","0957","Kanawha","40","965",32771,266317,1030917,39010
"G5100970","1850","Virginia","510","King And Queen","0970","King And Queen","40","970",93589,89917,1287950,31643
"G5100990","1850","Virginia","510","King George","0990","King George","40","990",59385,39927,1081994,35202
"G5101010","1850","Virginia","510","King William","1010","King William","40","1010",84639,66803,1458110,39725
"G5101030","1850","Virginia","510","Lancaster","1030","Lancaster","40","1030",30037,31436,686513,15486
"G5101050","1850","Virginia","510","Lee","1050","Lee","40","1050",54844,206030,1103087,30341
"G5101053","1850","Virginia","510","Lewis","1053","Lewis","40","1055",48152,126827,1133510,33233
"G5101057","1850","Virginia","510","Logan","1057","Logan","40","1065",12887,112853,275487,7478
"G5101070","1850","Virginia","510","Loudoun","1070","Loudoun","40","1070",208454,86221,8349371,195794
"G5101090","1850","Virginia","510","Louisa","1090","Louisa","40","1090",185649,108645,2534084,94546
"G5101110","1850","Virginia","510","Lunenburg","1110","Lunenburg","40","1110",114862,123778,1026166,36420
"G5101130","1850","Virginia","510","Madison","1130","Madison","40","1130",111138,110870,2089467,81371
"G5101133","1850","Virginia","510","Marion","1133","Marion","40","1141",60641,88265,1602410,44369
"G5101135","1850","Virginia","510","Marshall","1135","Marshall","40","1145",53478,79711,1632609,62774
"G5101137","1850","Virginia","510","Mason","1137","Mason","40","1148",40055,118803,1279937,31124
"G5101150","1850","Virginia","510","Mathews","1150","Matthews","40","1150",24521,18573,623620,15106
"G5101170","1850","Virginia","510","Mecklenburg","1170","Mecklenburg","40","1170",215646,179183,2470541,65087
"G5101175","1850","Virginia","510","Mercer","1175","Mercer","40","1175",20552,137333,387969,12505
"G5101190","1850","Virginia","510","Middlesex","1190","Middlesex","40","1190",34828,37645,871868,33540
"G5101193","1850","Virginia","510","Monongalia","1193","Monongalia","40","1195",58536,68047,1569392,50939
"G5101197","1850","Virginia","510","Monroe","1197","Monroe","40","1205",94311,174890,2039101,61233
"G5101210","1850","Virginia","510","Montgomery","1210","Montgomery","40","1210",59734,107106,1547730,53605
"G5101215","1850","Virginia","510","Morgan","1215","Morgan","40","1215",29628,66156,445877,23029
"G5101230","1850","Virginia","510","Nansemond","1230","Nansemond","40","1230",62308,117968,1681490,35600
"G5101250","1850","Virginia","510","Nelson","1250","Nelson","40","1250",109855,120652,1873922,89790
"G5101270","1850","Virginia","510","New Kent","1270","New Kent","40","1270",45067,63077,737520,24076
"G5101275","1850","Virginia","510","Nicholas","1275","Nicholas","40","1275",19335,132349,361636,12939
"G5101290","1850","Virginia","510","Norfolk","1290","Norfolk","40","1290",39014,75866,1209764,42267
"G5101310","1850","Virginia","510","Northampton","1310","Northampton","40","1310",53709,39840,212890,27801
"G5101330","1850","Virginia","510","Northumberland","1330","Northumberland","40","1330",48325,45177,927402,33104
"G5101350","1850","Virginia","510","Nottoway","1350","Nottoway","40","1350",93401,93511,1120487,38837
"G5101355","1850","Virginia","510","Ohio","1355","Ohio","40","1355",44311,15473,1982654,43297
"G5101370","1850","Virginia","510","Orange","1370","Orange","40","1370",95196,67036,1844296,69788
"G5101390","1850","Virginia","510","Page","1390","Page","40","1390",52182,103713,1735759,84690
"G5101410","1850","Virginia","510","Patrick","1410","Patrick","40","1410",38192,184034,711039,23732
"G5101415","1850","Virginia","510","Pendleton","1415","Pendleton","40","1415",52141,170040,1031195,44916
"G5101430","1850","Virginia","510","Pittsylvania","1430","Pittsylvania","40","1430",210580,300295,2773981,76927
"G5101437","1850","Virginia","510","Pocahontas","1437","Pocahontas","40","1445",40239,466159,914558,32074
"G5101450","1850","Virginia","510","Powhatan","1450","Powhatan","40","1450",81045,69716,1395501,42332
"G5101455","1850","Virginia","510","Preston","1455","Preston","40","1455",63948,172477,1105218,58588
"G5101470","1850","Virginia","510","Prince Edward","1470","Prince Edward","40","1470",147328,57491,1570746,38569
"G5101490","1850","Virginia","510","Prince George","1490","Prince George","40","1490",57603,175313,1128184,46840
"G5101510","1850","Virginia","510","Princess Anne","1510","Princess Anne","40","1510",50064,63175,1077115,33558
"G5101530","1850","Virginia","510","Prince William","1530","Prince William","40","1530",104424,72343,1446304,53582
"G5101550","1850","Virginia","510","Pulaski","1550","Pulaski","40","1550",50974,70605,1151853,30797
"G5101553","1850","Virginia","510","Putnam","1553","Putnam","40","1555",20239,31522,486425,19661
"G5101555","1850","Virginia","510","Raleigh","1555","Raleigh","40","1565",7325,43178,151873,5981
"G5101557","1850","Virginia","510","Randolph","1557","Randolph","40","1567",35054,291098,852238,21515
"G5101570","1850","Virginia","510","Rappahannock","1570","Rappahannock","40","1570",96068,69727,2039812,83819
"G5101590","1850","Virginia","510","Richmond","1590","Richmond","40","1590",46607,46901,562900,22637
"G5101593","1850","Virginia","510","Ritchie","1593","Ritchie","40","1595",17993,80062,450356,14078
"G5101610","1850","Virginia","510","Roanoke","1610","Roanoke","40","1610",52877,71469,1716390,59261
"G5101630","1850","Virginia","510","Rockbridge","1630","Rockbridge","40","1630",104638,155233,3207030,99346
"G5101650","1850","Virginia","510","Rockingham","1650","Rockingham","40","1650",203530,119234,5821435,241220
"G5101670","1850","Virginia","510","Russell","1670","Russell","40","1670",28150,175419,1085533,39371
"G5101690","1850","Virginia","510","Scott","1690","Scott","40","1690",44911,104374,705844,21969
"G5101710","1850","Virginia","510","Shenandoah","1710","Shenandoah","40","1710",74294,83464,3047130,104362
"G5101730","1850","Virginia","510","Smyth","1730","Smyth","40","1730",54735,95271,1584714,43759
"G5101750","1850","Virginia","510","Southampton","1750","Southampton","40","1750",159668,176023,996607,71496
"G5101770","1850","Virginia","510","Spotsylvania","1770","Spotsylvania","40","1770",88324,99072,1232599,58906
"G5101790","1850","Virginia","510","Stafford","1790","Stafford","40","1790",57799,72756,1084212,38737
"G5101810","1850","Virginia","510","Surry","1810","Surry","40","1810",44298,65466,541515,20537
"G5101830","1850","Virginia","510","Sussex","1830","Sussex","40","1830",91408,98677,555514,44582
"G5101835","1850","Virginia","510","Taylor","1835","Taylor","40","1835",38372,54101,908329,32545
"G5101850","1850","Virginia","510","Tazewell","1850","Tazewell","40","1850",60757,153325,1191275,31515
"G5101855","1850","Virginia","510","Tyler","1855","Tyler","40","1859",24413,94762,602222,18518
"G5101870","1850","Virginia","510","Warren","1870","Warren","40","1870",53992,52615,1477490,67701
"G5101890","1850","Virginia","510","Warwick","1890","Warwick","40","1875",10929,19180,248603,9504
"G5101910","1850","Virginia","510","Washington","1910","Washington","40","1910",100362,136123,1953811,63897
"G5101913","1850","Virginia","510","Wayne","1913","Wayne","40","1915",21594,140291,618023,10360
"G5101930","1850","Virginia","510","Westmoreland","1930","Westmoreland","40","1930",68627,61450,1100857,31340
"G5101933","1850","Virginia","510","Wetzel","1933","Wetzel","40","1935",15955,61797,491991,17082
"G5101937","1850","Virginia","510","Wirt","1937","Wirt","40","1945",14217,83499,400465,10701
"G5101953","1850","Virginia","510","Wood","1953","Wood","40","1955",39206,106534,1314517,37887
"G5101957","1850","Virginia","510","Wyoming","1957","Wyoming","40","1965",5930,22080,115979,4841
"G5101970","1850","Virginia","510","Wythe","1970","Wythe","40","1970",91001,206347,2099660,81049
"G5101990","1850","Virginia","510","York","1990","York","40","1990",20817,25683,707515,10367
"G5500015","1850","Wisconsin","550","Adams-Sauk [multi-county reporting area]","0015","Adams-Sauk (multi-county reporting area)","25","15",10795,33415,276230,19617
"G5500090","1850","Wisconsin","550","Brown","0090","Brown","25","90",5936,45027,287290,32020
"G5500150","1850","Wisconsin","550","Calumet","0150","Calumet","25","150",4063,28969,187340,10597
"G5500175","1850","Wisconsin","550","Chippewa-Crawford [multi-county reporting area]","0175","Chippewa-Crawford (multi-county reporting area)","25","175",4068,10630,63580,6420
"G5500210","1850","Wisconsin","550","Columbia","0210","Columbia","25","210",41520,98898,1035670,59420
"G5500250","1850","Wisconsin","550","Dane","0250","Dane","25","250",73067,139251,1581877,127570
"G5500270","1850","Wisconsin","550","Dodge","0270","Dodge","25","270",82622,183613,2073824,130275
"G5500390","1850","Wisconsin","550","Fond du Lac","0390","Fond Du Lac","25","390",43712,116268,1249590,52698
"G5500430","1850","Wisconsin","550","Grant","0430","Grant","25","430",39862,72681,823953,62840
"G5500450","1850","Wisconsin","550","Green","0450","Green","25","450",47307,87774,1044736,68652
"G5500490","1850","Wisconsin","550","Iowa","0490","Iowa","25","490",17195,48537,355645,30316
"G5500550","1850","Wisconsin","550","Jefferson","0550","Jefferson","25","550",43198,91382,1221388,66865
"G5500590","1850","Wisconsin","550","Kenosha","0590","Kenosha","25","590",50987,79862,1986990,100076
"G5500650","1850","Wisconsin","550","Lafayette","0650","Lafayette","25","650",28642,50732,606289,35750
"G5500675","1850","Wisconsin","550","La Point","0675","La Point","25","70",110,0,3550,215
"G5500710","1850","Wisconsin","550","Manitowoc","0710","Manitowoc","25","710",1122,6927,49550,3570
"G5500730","1850","Wisconsin","550","Marathon","0730","Marathon","25","730",226,0,4940,305
"G5500770","1850","Wisconsin","550","Marquette","0770","Marquette","25","770",15935,40513,443375,28420
"G5500790","1850","Wisconsin","550","Milwaukee","0790","Milwaukee","25","790",35589,63945,1844340,73811
"G5500970","1850","Wisconsin","550","Portage","0970","Portage","25","970",370,150,5100,410
"G5501010","1850","Wisconsin","550","Racine","1010","Racine","25","1010",63338,82947,1781703,119888
"G5501030","1850","Wisconsin","550","Richland","1030","Richland","25","1030",2106,20664,87111,5823
"G5501050","1850","Wisconsin","550","Rock","1050","Rock","25","1050",143235,137111,3125841,197435
"G5501090","1850","Wisconsin","550","St Croix","1090","St Croix","25","1090",178,480,3031,265
"G5501170","1850","Wisconsin","550","Sheboygan","1170","Sheboygan","25","1170",13419,62418,616680,41804
"G5501270","1850","Wisconsin","550","Walworth","1270","Walworth","25","1270",116750,149905,3003119,194587
"G5501310","1850","Wisconsin","550","Washington","1310","Washington","25","1310",42963,108335,1321499,80898
"G5501330","1850","Wisconsin","550","Waukesha","1330","Waukesha","25","1330",105269,128486,2994392,65302
"G5501390","1850","Wisconsin","550","Winnebago","1390","Winnebago","25","1390",11915,42239,449930,25719
