GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ACD001,ACN001,ACZ001,ACZ002,ACZ003,ACZ004,ACZ005,ACZ006,ACZ007,ACZ008,ACZ009,ACZ010,ACZ011,ACZ012,ACZ013,ACZ014,ACZ015,ACZ016,ACZ017,ACZ018,ACZ019,ACZ020,ACZ021,ACZ022,ACZ023,ACZ024
"G3601070","1840","New York","360","Tioga","1070","Tioga","13","1070",20527,0,22,41,15,11,3,0,22,17,17,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3601090","1840","New York","360","Tompkins","1090","Tompkins","13","1090",37948,0,30,54,28,10,12,0,26,46,23,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3601110","1840","New York","360","Ulster","1110","Ulster","13","1110",45822,0,238,279,141,124,65,7,265,304,149,140,89,3,0,0,0,0,0,0,0,0,0,0,0,0
"G3601130","1840","New York","360","Warren","1130","Warren","13","1130",13422,0,7,1,5,2,3,0,0,4,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3601150","1840","New York","360","Washington","1150","Washington","13","1150",41080,0,30,41,35,24,8,0,29,33,29,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3601170","1840","New York","360","Wayne","1170","Wayne","13","1170",42057,0,40,33,14,22,7,0,26,33,21,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3601190","1840","New York","360","Westchester","1190","Westchester","13","1190",48686,0,272,421,313,212,70,0,272,239,229,192,78,2,0,0,0,0,0,0,0,0,0,0,0,0
"G3601230","1840","New York","360","Yates","1230","Yates","13","1230",20444,0,18,25,12,11,3,0,20,20,12,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3700070","1840","North Carolina","370","Anson","0070","Anson","47","70",15077,0,23,31,5,7,6,0,16,23,12,10,7,0,1045,829,400,263,88,0,999,806,481,286,105,2
"G3700090","1840","North Carolina","370","Ashe","0090","Ashe","47","90",7467,0,10,11,7,3,1,0,8,11,5,2,1,0,89,107,32,21,5,0,89,93,36,20,5,0
"G3700130","1840","North Carolina","370","Beaufort","0130","Beaufort","47","130",12225,0,117,112,56,40,22,0,125,89,78,40,23,1,778,712,395,292,170,5,730,644,373,224,148,1
"G3700150","1840","North Carolina","370","Bertie","0150","Bertie","47","150",12175,0,49,43,28,20,14,1,46,30,34,24,13,1,1126,977,552,471,238,5,1134,956,590,418,254,7
"G3700170","1840","North Carolina","370","Bladen","0170","Bladen","47","170",8022,0,58,33,22,13,11,0,59,42,29,21,4,0,637,513,279,205,91,0,637,495,278,187,90,1
"G3700190","1840","North Carolina","370","Brunswick","0190","Brunswick","47","190",5265,0,57,60,25,29,9,0,93,43,31,18,9,0,362,299,189,137,73,0,353,290,239,125,52,0
"G3700210","1840","North Carolina","370","Buncombe","0210","Buncombe","47","210",10084,0,19,12,6,3,0,0,17,16,7,7,0,0,230,186,107,57,11,0,223,198,104,69,14,0
"G3700230","1840","North Carolina","370","Burke","0230","Burke","47","230",15799,0,57,41,18,11,6,0,50,44,22,12,3,0,645,517,245,131,55,0,624,558,217,164,60,0
"G3700250","1840","North Carolina","370","Cabarrus","0250","Cabarrus","47","250",9259,0,26,18,6,2,0,1,16,22,5,6,1,6,447,362,151,103,47,1,432,314,170,103,49,0
"G3700290","1840","North Carolina","370","Camden","0290","Camden","47","290",5663,0,33,21,15,12,5,0,29,23,5,13,2,0,306,272,137,109,61,0,266,230,134,99,46,1
"G3700310","1840","North Carolina","370","Carteret","0310","Carteret","47","310",6591,0,16,22,3,10,4,0,20,31,10,16,12,0,258,210,116,63,34,2,246,200,115,80,36,0
"G3700330","1840","North Carolina","370","Caswell","0330","Caswell","47","330",14693,0,44,59,34,18,12,0,43,48,29,22,17,0,1300,1127,607,395,135,0,1283,1140,581,326,127,3
"G3700370","1840","North Carolina","370","Chatham","0370","Chatham","47","370",16242,0,67,51,26,16,15,1,52,40,17,15,15,2,1019,805,427,265,115,1,1002,854,430,283,113,2
"G3700390","1840","North Carolina","370","Cherokee","0390","Cherokee","47","390",3427,0,5,4,1,1,0,0,4,4,2,1,1,0,36,38,8,9,2,0,43,37,11,14,1,0
"G3700410","1840","North Carolina","370","Chowan","0410","Chowan","47","410",6690,0,12,28,16,7,6,0,19,33,14,12,12,1,528,564,328,283,137,1,513,577,328,279,125,2
"G3700470","1840","North Carolina","370","Columbus","0470","Columbus","47","470",3941,0,7,19,6,1,2,0,6,8,1,4,2,0,227,154,62,42,29,0,231,167,101,47,26,0
"G3700490","1840","North Carolina","370","Craven","0490","Craven","47","490",13438,3690,162,160,74,52,49,0,160,179,114,91,70,1,900,836,470,408,165,2,955,869,516,376,199,6
"G3700510","1840","North Carolina","370","Cumberland","0510","Cumberland","47","510",15284,4285,129,120,69,53,33,0,129,138,79,59,50,3,953,737,425,368,163,4,987,830,469,309,146,1
"G3700530","1840","North Carolina","370","Currituck","0530","Currituck","47","530",6703,0,25,24,7,8,6,0,22,19,16,13,8,1,395,321,198,127,58,3,336,312,174,110,63,3
"G3700570","1840","North Carolina","370","Davidson","0570","Davidson","47","570",14606,0,22,20,6,5,9,0,22,14,20,8,5,0,465,387,186,121,52,0,486,405,212,160,64,0
"G3700590","1840","North Carolina","370","Davie","0590","Davie","47","590",7574,0,23,13,9,3,3,1,16,14,2,7,1,0,357,304,130,88,40,0,373,317,141,84,52,2
"G3700610","1840","North Carolina","370","Duplin","0610","Duplin","47","610",11182,0,65,39,15,18,6,2,49,32,18,11,6,0,932,704,339,269,118,2,879,715,348,259,111,1
"G3700650","1840","North Carolina","370","Edgecombe","0650","Edgecombe","47","650",15708,0,52,44,39,35,9,1,32,51,40,36,15,0,1338,1208,650,459,205,0,1348,1040,622,384,183,2
"G3700690","1840","North Carolina","370","Franklin","0690","Franklin","47","690",10980,0,74,61,38,26,17,0,73,66,44,21,13,0,977,854,461,299,148,0,917,855,407,269,132,1
"G3700730","1840","North Carolina","370","Gates","0730","Gates","47","730",8161,0,72,70,18,23,7,0,55,70,33,27,5,2,611,519,258,224,157,9,709,516,290,202,143,4
"G3700770","1840","North Carolina","370","Granville","0770","Granville","47","770",18817,0,127,122,53,40,24,4,164,119,77,51,20,0,1605,1330,725,442,224,0,1596,1385,686,491,222,1
"G3700790","1840","North Carolina","370","Greene","0790","Greene","47","790",6595,0,58,47,18,8,3,0,40,31,25,13,6,0,538,464,233,183,87,1,561,429,234,163,78,0
"G3700810","1840","North Carolina","370","Guilford","0810","Guilford","47","810",19175,0,113,104,45,33,25,1,95,105,58,37,20,1,492,458,180,118,37,3,496,468,201,132,62,0
"G3700830","1840","North Carolina","370","Halifax","0830","Halifax","47","830",16865,0,309,292,114,117,49,0,301,290,185,129,51,0,1538,1356,847,588,363,14,1574,1402,800,595,325,3
"G3700870","1840","North Carolina","370","Haywood","0870","Haywood","47","870",4975,0,8,2,1,1,1,1,3,2,0,1,1,0,64,53,38,12,4,0,41,45,27,16,3,1
"G3700890","1840","North Carolina","370","Henderson","0890","Henderson","47","890",5129,0,5,6,4,1,2,0,2,10,0,4,1,0,90,73,51,25,10,0,74,64,45,26,8,0
"G3700910","1840","North Carolina","370","Hertford","0910","Hertford","47","910",7484,0,137,153,56,40,30,0,125,117,71,47,26,0,539,533,301,219,120,0,521,480,278,194,110,3
"G3700950","1840","North Carolina","370","Hyde","0950","Hyde","47","950",6458,0,30,46,43,28,8,0,28,37,14,11,6,0,371,321,234,201,91,1,358,261,185,110,64,1
"G3700970","1840","North Carolina","370","Iredell","0970","Iredell","47","970",15685,0,6,7,2,4,2,0,4,6,2,2,3,1,748,619,234,183,67,0,704,589,308,183,79,2
"G3701010","1840","North Carolina","370","Johnston","1010","Johnston","47","1010",10599,0,16,23,13,2,4,0,27,24,8,5,5,0,670,493,271,213,94,0,659,539,293,161,80,3
"G3701030","1840","North Carolina","370","Jones","1030","Jones","47","1030",4945,0,42,12,15,15,3,0,27,31,19,11,5,0,536,464,194,158,71,0,510,414,230,161,80,0
"G3701070","1840","North Carolina","370","Lenoir","1070","Lenoir","47","1070",7605,0,44,47,22,13,5,0,30,35,24,11,4,0,678,538,317,207,82,1,728,548,289,193,99,3
"G3701090","1840","North Carolina","370","Lincoln","1090","Lincoln","47","1090",25160,0,29,16,6,3,3,1,17,17,9,11,4,0,969,891,412,294,109,0,967,950,440,254,100,0
"G3701130","1840","North Carolina","370","Macon","1130","Macon","47","1130",4869,0,13,6,6,3,0,0,10,11,3,2,1,0,70,60,25,15,3,1,71,68,34,15,6,0
"G3701170","1840","North Carolina","370","Martin","1170","Martin","47","1170",7637,0,71,77,23,14,17,0,69,48,34,18,12,0,502,375,213,183,122,0,514,419,222,183,83,0
"G3701190","1840","North Carolina","370","Mecklenburg","1190","Mecklenburg","47","1190",18273,0,18,18,8,8,1,0,17,14,10,4,3,0,1198,1062,485,311,123,0,1236,929,546,307,121,4
"G3701230","1840","North Carolina","370","Montgomery","1230","Montgomery","47","1230",10780,0,17,12,3,4,5,0,17,3,5,3,2,1,534,359,186,118,51,0,488,377,218,101,55,0
"G3701250","1840","North Carolina","370","Moore","1250","Moore","47","1250",7988,0,15,11,4,4,1,0,19,7,9,2,1,0,267,229,110,66,31,0,266,250,139,68,45,1
"G3701270","1840","North Carolina","370","Nash","1270","Nash","47","1270",9047,0,75,90,23,24,5,0,59,71,31,23,8,0,742,557,250,169,97,2,716,542,314,190,117,1
"G3701290","1840","North Carolina","370","New Hanover","1290","New Hanover","47","1290",13312,5335,106,79,28,24,15,1,89,89,54,40,37,3,1093,950,580,404,202,1,1119,873,570,398,183,3
"G3701310","1840","North Carolina","370","Northampton","1310","Northampton","47","1310",13369,0,142,134,46,47,22,0,126,140,57,52,25,1,1197,1028,618,466,242,1,1081,964,561,378,221,2
"G3701330","1840","North Carolina","370","Onslow","1330","Onslow","47","1330",7527,0,23,16,10,8,4,0,17,17,8,3,7,0,478,423,212,150,86,0,482,440,205,166,95,2
"G3701350","1840","North Carolina","370","Orange","1350","Orange","47","1350",24356,0,117,100,44,29,26,0,107,85,58,43,20,2,1236,1148,487,390,164,2,1209,1173,552,395,197,1
"G3701390","1840","North Carolina","370","Pasquotank","1390","Pasquotank","47","1390",8514,0,159,160,92,66,44,1,163,163,111,81,36,0,457,493,274,188,104,0,439,395,229,158,50,1
"G3701430","1840","North Carolina","370","Perquimans","1430","Perquimans","47","1430",7346,0,47,34,22,22,18,0,49,56,25,23,10,1,498,481,262,183,100,0,471,455,226,170,97,0
"G3701450","1840","North Carolina","370","Person","1450","Person","47","1450",9790,0,36,39,17,11,4,0,38,35,14,11,5,0,807,674,347,226,101,0,823,706,346,223,98,0
"G3701470","1840","North Carolina","370","Pitt","1470","Pitt","47","1470",11806,0,5,7,2,4,0,0,6,6,0,0,0,0,1045,835,424,367,165,0,1046,874,422,317,152,1
"G3701510","1840","North Carolina","370","Randolph","1510","Randolph","47","1510",12875,0,78,50,27,21,16,0,50,52,30,24,13,0,252,259,95,58,31,1,247,240,131,67,26,0
"G3701530","1840","North Carolina","370","Richmond","1530","Richmond","47","1530",8909,0,56,55,22,19,12,0,69,49,24,20,10,0,793,618,284,140,61,0,794,580,332,209,67,2
"G3701550","1840","North Carolina","370","Robeson","1550","Robeson","47","1550",10370,0,241,162,94,67,37,1,242,164,98,75,42,0,598,482,171,137,51,0,561,460,216,149,59,1
"G3701570","1840","North Carolina","370","Rockingham","1570","Rockingham","47","1570",13442,0,70,32,23,11,7,0,49,36,30,9,8,0,888,769,344,239,68,2,840,727,358,249,86,2
"G3701590","1840","North Carolina","370","Rowan","1590","Rowan","47","1590",12109,0,9,26,12,5,3,0,6,18,7,9,3,0,617,570,263,149,96,2,611,527,285,169,74,2
"G3701610","1840","North Carolina","370","Rutherford","1610","Rutherford","47","1610",19202,0,19,24,9,3,6,0,20,21,10,10,4,0,658,519,209,129,42,0,618,534,258,159,74,1
"G3701630","1840","North Carolina","370","Sampson","1630","Sampson","47","1630",12157,0,50,34,21,15,8,0,42,36,30,14,7,0,860,733,374,213,69,0,797,741,357,205,76,0
"G3701690","1840","North Carolina","370","Stokes","1690","Stokes","47","1690",16265,0,27,39,7,5,7,0,19,29,11,8,13,0,511,437,202,134,53,0,482,436,225,137,65,0
"G3701710","1840","North Carolina","370","Surry","1710","Surry","47","1710",15079,0,36,31,10,11,7,1,40,30,20,14,8,0,319,284,115,80,29,1,339,295,151,112,52,1
"G3701770","1840","North Carolina","370","Tyrrell","1770","Tyrrell","47","1770",4657,0,12,13,4,5,0,0,21,13,9,6,3,0,247,247,125,104,35,2,228,216,94,73,39,1
"G3701830","1840","North Carolina","370","Wake","1830","Wake","47","1830",21118,0,166,172,83,52,24,0,144,174,84,71,39,0,1455,1183,608,451,210,1,1483,1275,696,422,210,2
"G3701850","1840","North Carolina","370","Warren","1850","Warren","47","1850",12919,0,51,50,24,21,11,0,58,52,31,20,11,0,1435,1381,681,508,231,1,1381,1261,658,445,218,0
"G3701870","1840","North Carolina","370","Washington","1870","Washington","47","1870",4525,0,14,25,18,7,5,0,23,32,21,8,6,0,271,267,136,131,58,0,283,280,153,99,49,0
"G3701910","1840","North Carolina","370","Wayne","1910","Wayne","47","1910",10891,0,98,71,33,20,10,0,85,70,46,19,12,0,700,580,277,214,101,0,667,558,294,172,110,0
"G3701930","1840","North Carolina","370","Wilkes","1930","Wilkes","47","1930",12577,0,41,27,8,3,6,0,22,33,13,10,8,0,278,239,78,70,27,0,255,272,101,72,38,0
"G3701990","1840","North Carolina","370","Yancey","1990","Yancey","47","1990",5962,0,2,6,1,1,2,0,4,7,1,3,0,0,49,42,12,8,3,0,59,51,16,10,4,0
"G3900010","1840","Ohio","390","Adams","0010","Adams","24","10",13183,0,9,11,4,3,2,1,13,7,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900030","1840","Ohio","390","Allen","0030","Allen","24","30",9079,0,2,4,3,1,1,0,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900070","1840","Ohio","390","Ashtabula","0070","Ashtabula","24","70",23724,0,1,1,3,2,2,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900090","1840","Ohio","390","Athens","0090","Athens","24","90",19109,0,7,8,12,2,3,0,6,8,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900130","1840","Ohio","390","Belmont","0130","Belmont","24","130",30901,0,122,118,43,35,30,0,122,134,54,43,19,2,0,0,0,0,0,0,0,0,0,0,0,0
"G3900150","1840","Ohio","390","Brown","0150","Brown","24","150",22715,0,93,83,51,46,27,0,95,92,68,39,19,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3900170","1840","Ohio","390","Butler","0170","Butler","24","170",28173,0,39,36,25,18,8,0,40,40,28,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900190","1840","Ohio","390","Carroll","0190","Carroll","24","190",18108,0,4,10,5,2,1,0,5,13,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900210","1840","Ohio","390","Champaign","0210","Champaign","24","210",16721,0,61,63,27,17,16,1,49,46,23,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900230","1840","Ohio","390","Clark","0230","Clark","24","230",16882,0,30,42,22,8,5,0,32,27,17,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900250","1840","Ohio","390","Clermont","0250","Clermont","24","250",23106,0,19,16,10,9,8,0,24,13,12,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900270","1840","Ohio","390","Clinton","0270","Clinton","24","270",15719,0,69,51,36,16,10,2,72,52,43,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900290","1840","Ohio","390","Columbiana","0290","Columbiana","24","290",40378,0,78,56,38,24,12,1,76,66,34,25,6,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3900310","1840","Ohio","390","Coshocton","0310","Coshocton","24","310",21590,0,7,7,1,3,2,0,3,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900330","1840","Ohio","390","Crawford","0330","Crawford","24","330",13152,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900350","1840","Ohio","390","Cuyahoga","0350","Cuyahoga","24","350",26506,6071,13,15,17,14,4,0,13,14,13,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900370","1840","Ohio","390","Darke","0370","Darke","24","370",13282,0,51,33,11,9,6,0,36,26,17,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900410","1840","Ohio","390","Delaware","0410","Delaware","24","410",22060,0,11,12,8,5,5,0,11,8,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900430","1840","Ohio","390","Erie","0430","Erie","24","430",12599,0,9,15,16,15,3,0,18,6,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900450","1840","Ohio","390","Fairfield","0450","Fairfield","24","450",31924,3272,49,59,26,25,6,0,62,60,27,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900470","1840","Ohio","390","Fayette","0470","Fayette","24","470",10984,0,37,35,18,28,9,0,37,30,23,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900490","1840","Ohio","390","Franklin","0490","Franklin","24","490",25049,6048,101,147,96,70,27,1,114,132,61,43,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900530","1840","Ohio","390","Gallia","0530","Gallia","24","530",13444,0,145,109,44,60,28,0,151,128,69,45,19,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3900550","1840","Ohio","390","Geauga","0550","Geauga","24","550",16297,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900570","1840","Ohio","390","Greene","0570","Greene","24","570",17528,0,53,48,39,22,7,0,54,65,28,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900590","1840","Ohio","390","Guernsey","0590","Guernsey","24","590",27748,0,32,28,12,13,2,1,36,31,20,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900610","1840","Ohio","390","Hamilton","0610","Hamilton","24","610",80145,46338,254,340,353,175,67,3,317,455,354,183,74,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3900630","1840","Ohio","390","Hancock","0630","Hancock","24","630",9986,0,0,2,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900650","1840","Ohio","390","Hardin","0650","Hardin","24","650",4598,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900670","1840","Ohio","390","Harrison","0670","Harrison","24","670",20099,0,29,26,9,11,6,1,25,31,10,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900690","1840","Ohio","390","Henry","0690","Henry","24","690",2503,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900710","1840","Ohio","390","Highland","0710","Highland","24","710",22269,0,139,139,60,35,29,0,127,147,39,50,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900730","1840","Ohio","390","Hocking","0730","Hocking","24","730",9741,0,9,8,6,2,1,0,9,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900750","1840","Ohio","390","Holmes","0750","Holmes","24","750",18088,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900770","1840","Ohio","390","Huron","0770","Huron","24","770",23933,0,16,10,16,11,2,0,11,15,13,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900790","1840","Ohio","390","Jackson","0790","Jackson","24","790",9744,0,50,51,18,12,13,0,60,39,40,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900810","1840","Ohio","390","Jefferson","0810","Jefferson","24","810",25030,4247,77,83,48,29,21,1,63,86,44,28,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900830","1840","Ohio","390","Knox","0830","Knox","24","830",29579,0,9,14,8,8,2,0,10,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900850","1840","Ohio","390","Lake","0850","Lake","24","850",13719,0,2,2,2,3,2,0,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900870","1840","Ohio","390","Lawrence","0870","Lawrence","24","870",9738,0,24,16,12,10,9,1,19,29,10,7,11,0,0,0,0,1,0,0,0,0,0,0,0,0
"G3900890","1840","Ohio","390","Licking","0890","Licking","24","890",35096,2705,19,28,14,11,4,0,14,26,13,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900910","1840","Ohio","390","Logan","0910","Logan","24","910",14015,0,77,55,37,32,4,0,76,52,37,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900930","1840","Ohio","390","Lorain","0930","Lorain","24","930",18467,0,8,8,18,4,0,0,6,7,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900950","1840","Ohio","390","Lucas","0950","Lucas","24","950",9382,0,5,5,17,8,0,0,1,3,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3900970","1840","Ohio","390","Madison","0970","Madison","24","970",9025,0,15,19,10,7,2,1,15,13,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901010","1840","Ohio","390","Marion","1010","Marion","24","1010",14765,0,8,8,4,5,1,0,11,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901030","1840","Ohio","390","Medina","1030","Medina","24","1030",18352,0,0,3,1,2,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901050","1840","Ohio","390","Meigs","1050","Meigs","24","1050",11452,0,5,6,3,2,2,0,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901070","1840","Ohio","390","Mercer","1070","Mercer","24","1070",8277,0,23,32,25,13,8,1,24,39,20,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901090","1840","Ohio","390","Miami","1090","Miami","24","1090",19688,0,30,30,21,12,3,0,41,35,21,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901110","1840","Ohio","390","Monroe","1110","Monroe","24","1110",18521,0,4,2,0,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901130","1840","Ohio","390","Montgomery","1130","Montgomery","24","1130",31938,6067,48,53,49,30,2,0,60,69,35,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901150","1840","Ohio","390","Morgan","1150","Morgan","24","1150",20852,0,10,16,1,3,3,0,9,17,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901190","1840","Ohio","390","Muskingum","1190","Muskingum","24","1190",38749,4766,87,87,53,35,14,0,84,100,45,40,17,0,0,0,0,0,0,0,0,1,0,0,0,0
"G3901230","1840","Ohio","390","Ottawa","1230","Ottawa","24","1230",2248,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901250","1840","Ohio","390","Paulding","1250","Paulding","24","1250",1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901270","1840","Ohio","390","Perry","1270","Perry","24","1270",19344,0,5,6,4,2,3,0,10,9,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901290","1840","Ohio","390","Pickaway","1290","Pickaway","24","1290",19725,0,55,57,22,21,10,0,55,52,39,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901310","1840","Ohio","390","Pike","1310","Pike","24","1310",7626,0,48,65,36,11,12,0,45,57,27,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901330","1840","Ohio","390","Portage","1330","Portage","24","1330",22965,0,5,8,3,4,0,0,7,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901350","1840","Ohio","390","Preble","1350","Preble","24","1350",19482,0,18,13,10,1,4,0,13,13,7,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"G3901370","1840","Ohio","390","Putnam","1370","Putnam","24","1370",5189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901390","1840","Ohio","390","Richland","1390","Richland","24","1390",44532,0,10,11,4,7,4,2,8,11,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901410","1840","Ohio","390","Ross","1410","Ross","24","1410",27460,3977,193,196,108,87,50,0,158,169,106,88,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901430","1840","Ohio","390","Sandusky","1430","Sandusky","24","1430",10182,0,5,8,2,4,3,0,8,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901450","1840","Ohio","390","Scioto","1450","Scioto","24","1450",11192,0,20,40,28,12,8,0,32,28,14,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901470","1840","Ohio","390","Seneca","1470","Seneca","24","1470",18128,0,7,17,2,4,3,0,16,9,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901490","1840","Ohio","390","Shelby","1490","Shelby","24","1490",12154,0,43,44,25,19,11,0,30,49,15,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3901510","1840","Ohio","390","Stark","1510","Stark","24","1510",34603,0,31,26,24,14,8,0,41,22,26,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901530","1840","Ohio","390","Summit","1530","Summit","24","1530",22560,0,0,8,3,5,3,1,0,12,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901550","1840","Ohio","390","Trumbull","1550","Trumbull","24","1550",38107,0,15,10,9,6,3,0,9,7,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901570","1840","Ohio","390","Tuscarawas","1570","Tuscarawas","24","1570",25631,0,15,7,7,5,4,0,9,11,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901590","1840","Ohio","390","Union","1590","Union","24","1590",8422,0,13,10,9,9,2,0,12,11,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901610","1840","Ohio","390","Van Wert","1610","Van Wert","24","1610",1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901650","1840","Ohio","390","Warren","1650","Warren","24","1650",23141,0,35,50,38,27,19,1,53,54,27,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901670","1840","Ohio","390","Washington","1670","Washington","24","1670",20823,0,43,38,18,18,8,0,53,39,23,18,10,1,0,0,0,0,0,0,0,0,0,0,0,0
"G3901690","1840","Ohio","390","Wayne","1690","Wayne","24","1690",35808,0,5,10,2,7,1,0,3,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901710","1840","Ohio","390","Williams","1710","Williams","24","1710",4465,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3901730","1840","Ohio","390","Wood","1730","Wood","24","1730",5357,0,3,3,8,2,0,0,2,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200010","1840","Pennsylvania","420","Adams","0010","Adams","14","10",23044,0,94,99,52,60,32,0,98,106,68,55,25,1,0,0,0,0,0,0,0,0,0,0,2,0
